Year,Month,Temperature
1971,3,4.249677419354838
1971,4,10.142666666666667
1971,5,14.582580645161292
1971,6,20.78933333333333
1971,7,22.408387096774188
1971,8,22.21451612903226
1971,9,17.94766666666667
1971,10,12.804838709677416
1971,11,5.332666666666666
1971,12,1.1035483870967742
1972,1,-1.1458064516129034
1972,2,0.856551724137931
1972,3,6.687096774193549
1972,4,10.438333333333334
1972,5,15.834193548387097
1972,6,20.100666666666665
1972,7,22.303548387096775
1972,8,22.02967741935484
1972,9,18.00633333333333
1972,10,11.255806451612901
1972,11,3.8489999999999998
1972,12,-1.1854838709677418
1973,1,-1.3396774193548386
1973,2,0.8796428571428573
1973,3,6.82967741935484
1973,4,9.345666666666665
1973,5,15.123548387096772
1973,6,20.513333333333332
1973,7,22.903548387096773
1973,8,22.54064516129032
1973,9,17.991333333333333
1973,10,13.364838709677421
1973,11,6.064666666666667
1973,12,0.9464516129032255
1974,1,-0.5535483870967742
1974,2,1.5210714285714286
1974,3,6.878709677419354
1974,4,10.855666666666666
1974,5,15.753548387096773
1974,6,20.258
1974,7,23.366774193548387
1974,8,21.267096774193547
1974,9,16.82333333333333
1974,10,12.146774193548387
1974,11,5.764666666666667
1974,12,0.9232258064516129
1975,1,0.18774193548387105
1975,2,0.4189285714285714
1975,3,3.7209677419354836
1975,4,8.242666666666667
1975,5,15.742903225806451
1975,6,19.71866666666666
1975,7,23.07032258064516
1975,8,21.943870967741933
1975,9,17.152666666666665
1975,10,12.563225806451612
1975,11,5.887666666666665
1975,12,1.267741935483871
1976,1,-1.1525806451612903
1976,2,4.196896551724138
1976,3,5.725806451612904
1976,4,11.019
1976,5,15.015161290322578
1976,6,19.87733333333334
1976,7,22.705806451612904
1976,8,21.461290322580645
1976,9,17.87033333333333
1976,10,9.990645161290324
1976,11,3.600666666666667
1976,12,-0.5980645161290322
1977,1,-4.948709677419354
1977,2,2.2385714285714284
1977,3,6.203548387096775
1977,4,12.253666666666668
1977,5,16.47193548387097
1977,6,21.284999999999993
1977,7,23.557096774193546
1977,8,22.085806451612907
1977,9,18.837000000000003
1977,10,12.203225806451615
1977,11,6.0310000000000015
1977,12,0.7077419354838708
1978,1,-3.411290322580645
1978,2,-2.227857142857143
1978,3,5.163225806451612
1978,4,10.874333333333334
1978,5,15.399032258064514
1978,6,20.50466666666667
1978,7,23.20806451612903
1978,8,22.098064516129035
1978,9,18.787
1978,10,12.437096774193547
1978,11,5.255333333333334
1978,12,-1.215483870967742
1979,1,-5.600322580645161
1979,2,-2.1528571428571435
1979,3,5.58967741935484
1979,4,10.076666666666664
1979,5,15.063225806451614
1979,6,19.889666666666667
1979,7,22.84032258064516
1979,8,21.63322580645162
1979,9,18.927333333333333
1979,10,12.912580645161292
1979,11,4.402333333333334
1979,12,2.2370967741935486
1980,1,-0.4941935483870968
1980,2,0.4737931034482758
1980,3,4.085806451612903
1980,4,10.787333333333331
1980,5,15.694193548387096
1980,6,20.392333333333337
1980,7,24.291612903225808
1980,8,22.648064516129033
1980,9,19.006333333333334
1980,10,11.431935483870967
1980,11,5.724333333333332
1980,12,1.765806451612903
1981,1,0.23225806451612904
1981,2,2.5435714285714286
1981,3,6.026451612903227
1981,4,12.840333333333332
1981,5,14.97225806451613
1981,6,20.992666666666665
1981,7,23.291290322580643
1981,8,22.267419354838715
1981,9,18.277666666666665
1981,10,11.280967741935486
1981,11,7.069333333333334
1981,12,0.9187096774193548
1982,1,-3.208064516129032
1982,2,0.3264285714285714
1982,3,5.56225806451613
1982,4,9.231333333333332
1982,5,15.98806451612903
1982,6,19.054666666666666
1982,7,22.87516129032258
1982,8,22.252580645161288
1982,9,17.791666666666668
1982,10,11.801290322580645
1982,11,5.068333333333334
1982,12,2.122258064516129
1983,1,0.6145161290322582
1983,2,2.6975000000000002
1983,3,5.772903225806453
1983,4,8.331000000000001
1983,5,14.404838709677419
1983,6,19.481333333333332
1983,7,23.31096774193549
1983,8,23.904193548387102
1983,9,18.651000000000003
1983,10,12.76741935483871
1983,11,6.1209999999999996
1983,12,-3.623548387096774
1984,1,-1.7551612903225806
1984,2,2.990689655172413
1984,3,4.49
1984,4,9.769333333333332
1984,5,15.590322580645159
1984,6,20.325666666666667
1984,7,22.85451612903226
1984,8,22.837419354838705
1984,9,17.283666666666665
1984,10,11.99193548387097
1984,11,5.300333333333333
1984,12,1.4116129032258065
1985,1,-3.161612903225806
1985,2,-0.6339285714285715
1985,3,6.373225806451613
1985,4,12.408333333333333
1985,5,16.694516129032255
1985,6,20.051
1985,7,23.347096774193545
1985,8,21.664838709677415
1985,9,17.057333333333332
1985,10,12.380645161290326
1985,11,4.17
1985,12,-1.7719354838709678
1986,1,1.4890322580645163
1986,2,2.1350000000000002
1986,3,7.876129032258064
1986,4,11.586000000000002
1986,5,16.14709677419355
1986,6,21.324
1986,7,23.045161290322575
1986,8,22.049677419354836
1986,9,17.601
1986,10,12.218064516129035
1986,11,5.213666666666666
1986,12,1.347096774193548
1987,1,-0.3093548387096775
1987,2,2.990357142857143
1987,3,5.861612903225806
1987,4,11.946666666666667
1987,5,17.185806451612898
1987,6,21.237666666666666
1987,7,22.909354838709675
1987,8,22.137741935483866
1987,9,18.455666666666666
1987,10,11.634516129032257
1987,11,6.644
1987,12,1.4141935483870967
1988,1,-2.334516129032258
1988,2,0.9382758620689655
1988,3,5.7780645161290325
1988,4,10.999333333333336
1988,5,16.22258064516129
1988,6,21.582
1988,7,23.753225806451614
1988,8,23.133548387096777
1988,9,18.100333333333335
1988,10,12.190967741935484
1988,11,6.268333333333333
1988,12,0.8096774193548387
1989,1,1.1596774193548385
1989,2,-1.568571428571429
1989,3,5.930322580645161
1989,4,11.587
1989,5,15.799354838709679
1989,6,20.057666666666666
1989,7,23.442580645161293
1989,8,21.82354838709677
1989,9,17.804
1989,10,12.404193548387092
1989,11,6.0633333333333335
1989,12,-2.3716129032258064
1990,1,2.4935483870967747
1990,2,2.607142857142857
1990,3,7.076451612903226
1990,4,11.386333333333333
1990,5,14.913870967741936
1990,6,21.226333333333333
1990,7,22.90935483870967
1990,8,22.360645161290318
1990,9,19.627999999999997
1990,10,12.196129032258066
1990,11,7.177666666666667
1990,12,-0.6503225806451615
1991,1,-1.3941935483870962
1991,2,4.336428571428572
1991,3,6.28967741935484
1991,4,11.399666666666663
1991,5,16.63967741935484
1991,6,20.581
1991,7,23.258064516129032
1991,8,22.757096774193545
1991,9,18.266
1991,10,12.629999999999999
1991,11,4.125666666666667
1991,12,2.0735483870967744
1992,1,0.9041935483870968
1992,2,4.273448275862069
1992,3,7.048709677419355
1992,4,11.397666666666664
1992,5,16.190322580645162
1992,6,19.67033333333334
1992,7,21.772903225806445
1992,8,21.009032258064515
1992,9,18.133666666666667
1992,10,12.508064516129032
1992,11,4.474999999999999
1992,12,-0.14451612903225808
1993,1,-0.8467741935483871
1993,2,-0.4839285714285714
1993,3,5.437419354838709
1993,4,9.941
1993,5,16.035806451612903
1993,6,19.546
1993,7,22.292903225806455
1993,8,22.147096774193546
1993,9,17.375666666666667
1993,10,11.638387096774194
1993,11,4.003333333333333
1993,12,1.216451612903226
1994,1,-1.4793548387096769
1994,2,-0.06964285714285702
1994,3,6.949677419354838
1994,4,11.475000000000001
1994,5,15.920645161290324
1994,6,21.624666666666663
1994,7,23.103225806451615
1994,8,22.321935483870966
1994,9,18.624333333333333
1994,10,12.331935483870966
1994,11,5.863
1994,12,2.3474193548387094
1995,1,0.5958064516129032
1995,2,2.9753571428571424
1995,3,6.299032258064517
1995,4,9.665666666666668
1995,5,14.790322580645164
1995,6,19.740333333333336
1995,7,23.065806451612904
1995,8,23.493225806451616
1995,9,18.146666666666665
1995,10,12.463548387096774
1995,11,5.570333333333334
1995,12,0.7861290322580646
1996,1,-1.2793548387096774
1996,2,2.0517241379310347
1996,3,3.8987096774193555
1996,4,10.355333333333332
1996,5,16.086774193548386
1996,6,21.021333333333335
1996,7,23.114838709677418
1996,8,22.449032258064516
1996,9,17.469
1996,10,12.019677419354839
1996,11,4.235333333333334
1996,12,1.0564516129032258
1997,1,-1.1341935483870966
1997,2,2.2482142857142855
1997,3,7.031290322580645
1997,4,8.834333333333335
1997,5,15.206774193548384
1997,6,20.156
1997,7,22.864516129032257
1997,8,22.0674193548387
1997,9,19.105666666666668
1997,10,12.168387096774195
1997,11,4.921999999999999
1997,12,1.1093548387096772
1998,1,1.6616129032258067
1998,2,3.7289285714285714
1998,3,5.180645161290323
1998,4,10.585000000000003
1998,5,16.91516129032258
1998,6,20.058666666666664
1998,7,24.14129032258064
1998,8,23.331612903225807
1998,9,20.532333333333337
1998,10,12.837096774193549
1998,11,7.16
1998,12,1.9696774193548385
1999,1,0.9919354838709677
1999,2,4.158214285714285
1999,3,5.992580645161291
1999,4,10.855666666666668
1999,5,15.575161290322578
1999,6,20.154666666666667
1999,7,23.486129032258063
1999,8,22.710645161290323
1999,9,17.952999999999996
1999,10,12.63451612903226
1999,11,8.945666666666666
1999,12,2.278387096774194
2000,1,0.866451612903226
2000,2,4.319655172413793
2000,3,7.790645161290323
2000,4,11.429333333333336
2000,5,17.28516129032258
2000,6,20.55433333333333
2000,7,23.24483870967742
2000,8,23.33838709677419
2000,9,18.635666666666665
2000,10,12.820645161290322
2000,11,3.3433333333333337
2000,12,-1.9816129032258065
2001,1,-0.35387096774193555
2001,2,1.0935714285714286
2001,3,5.262903225806451
2001,4,11.703000000000001
2001,5,17.10451612903226
2001,6,20.671666666666663
2001,7,23.580645161290327
2001,8,23.489032258064512
2001,9,18.706
2001,10,12.422903225806454
2001,11,8.550666666666668
2001,12,2.289677419354839
2002,1,1.3800000000000006
2002,2,2.4346428571428573
2002,3,4.1887096774193555
2002,4,11.932666666666668
2002,5,15.148387096774194
2002,6,21.57833333333333
2002,7,24.34774193548387
2002,8,22.68225806451613
2002,9,19.345333333333333
2002,10,11.011290322580646
2002,11,5.530333333333332
2002,12,1.707096774193548
2003,1,0.4522580645161289
2003,2,0.4396428571428572
2003,3,6.271290322580645
2003,4,11.045000000000003
2003,5,16.091612903225805
2003,6,20.011666666666667
2003,7,24.13225806451613
2003,8,23.68258064516129
2003,9,18.299333333333333
2003,10,13.632903225806453
2003,11,5.7476666666666665
2003,12,1.8316129032258066
2004,1,-0.9148387096774194
2004,2,0.8710344827586207
2004,3,8.549032258064518
2004,4,11.482333333333333
2004,5,16.60483870967742
2004,6,20.031666666666663
2004,7,22.708064516129035
2004,8,21.184516129032254
2004,9,18.688333333333336
2004,10,12.97161290322581
2004,11,6.657333333333333
2004,12,1.7012903225806453
2005,1,0.774516129032258
2005,2,3.298928571428571
2005,3,5.72516129032258
2005,4,11.246666666666664
2005,5,15.293870967741936
2005,6,20.654333333333334
2005,7,24.043225806451613
2005,8,22.877741935483872
2005,9,19.636666666666667
2005,10,12.97935483870968
2005,11,7.220000000000001
2005,12,0.3883870967741936
2006,1,3.8464516129032256
2006,2,1.5732142857142861
2006,3,5.890645161290322
2006,4,12.908333333333331
2006,5,16.81064516129032
2006,6,21.512666666666664
2006,7,24.65612903225806
2006,8,22.98225806451613
2006,9,17.375333333333334
2006,10,11.429354838709678
2006,11,6.707333333333332
2006,12,2.535483870967742
2007,1,-0.35806451612903223
2007,2,0.22714285714285717
2007,3,8.687741935483873
2007,4,10.292666666666667
2007,5,16.837741935483873
2007,6,21.029
2007,7,23.708709677419353
2007,8,23.677096774193547
2007,9,19.119000000000003
2007,10,13.697096774193547
2007,11,6.662000000000001
2007,12,0.6787096774193548
2008,1,-0.9612903225806451
2008,2,1.4993103448275864
2008,3,5.48
2008,4,10.210666666666668
2008,5,15.185483870967744
2008,6,20.87433333333333
2008,7,23.359354838709677
2008,8,22.36032258064516
2008,9,18.438666666666666
2008,10,12.205483870967743
2008,11,6.614999999999999
2008,12,-0.07258064516129038
2009,1,-0.532258064516129
2009,2,2.6471428571428572
2009,3,6.038709677419354
2009,4,10.498333333333333
2009,5,16.46225806451613
2009,6,20.281666666666663
2009,7,22.558709677419355
2009,8,22.14419354838709
2009,9,19.084999999999997
2009,10,10.26806451612903
2009,11,7.680333333333333
2009,12,-1.3077419354838709
2010,1,-0.7374193548387097
2010,2,-0.10464285714285719
2010,3,6.421935483870969
2010,4,11.794666666666666
2010,5,15.478709677419353
2010,6,21.368
2010,7,23.720000000000006
2010,8,23.346774193548388
2010,9,19.149333333333335
2010,10,13.403870967741934
2010,11,5.726999999999999
2010,12,0.2635483870967742
2011,1,-1.2719354838709676
2011,2,0.5785714285714284
2011,3,6.147096774193548
2011,4,11.083333333333334
2011,5,15.05741935483871
2011,6,20.999000000000002
2011,7,24.504838709677415
2011,8,23.87451612903225
2011,9,18.92366666666667
2011,10,12.816451612903224
2011,11,6.522333333333332
2011,12,1.8851612903225805
2012,1,2.2922580645161292
2012,2,3.060000000000001
2012,3,10.218709677419357
2012,4,12.593666666666666
2012,5,17.456451612903226
2012,6,21.397333333333332
2012,7,24.85064516129032
2012,8,23.204838709677418
2012,9,19.05066666666666
2012,10,12.152903225806451
2012,11,6.667666666666667
2012,12,2.1758064516129036
2013,1,0.14032258064516132
2013,2,1.5407142857142857
2013,3,4.9396774193548385
2013,4,9.807
2013,5,16.02
2013,6,21.314000000000004
2013,7,23.434193548387103
2013,8,22.755161290322583
2013,9,19.40866666666667
2013,10,11.901935483870966
2013,11,5.337999999999998
2013,12,-0.5164516129032257
2014,1,-0.8006451612903227
2014,2,0.07392857142857141
2014,3,4.727741935483871
2014,4,10.932999999999996
2014,5,16.252903225806453
2014,6,20.866666666666667
2014,7,22.92516129032258
2014,8,22.340645161290325
2014,9,18.98166666666667
2014,10,13.838064516129032
2014,11,4.030333333333333
2014,12,2.664193548387097
2015,1,0.6019354838709677
2015,2,0.5475
2015,3,7.4329032258064505
2015,4,11.792
2015,5,16.005806451612905
2015,6,21.85166666666667
2015,7,23.270322580645164
2015,8,22.73064516129033
2015,9,20.28066666666666
2015,10,14.01290322580645
2015,11,6.991666666666665
2015,12,3.6935483870967745
2016,1,0.12322580645161285
2016,2,4.14551724137931
2016,3,8.602258064516128
2016,4,11.762333333333334
2016,5,15.725161290322582
2016,6,22.077333333333332
2016,7,23.994516129032252
2016,8,23.056129032258063
2016,9,19.498333333333328
2016,10,14.281612903225803
2016,11,8.861333333333334
2016,12,0.5287096774193548
2017,1,0.8725806451612904
2017,2,5.099642857142858
2017,3,7.853870967741936
2017,4,12.094999999999999
2017,5,15.858387096774196
2017,6,21.294
2017,7,24.265483870967742
2017,8,22.217096774193546
2017,9,19.024999999999995
2017,10,13.150322580645158
2017,11,7.230333333333335
2017,12,1.2748387096774194
2018,1,0.09645161290322585
2018,2,1.9485714285714286
2018,3,5.960645161290322
2018,4,9.452666666666666
2018,5,18.60967741935484
2018,6,21.953
2018,7,24.129354838709677
2018,8,23.050645161290323
2018,9,19.741333333333333
2018,10,12.054193548387095
2018,11,4.449333333333333
2018,12,1.9538709677419352
2019,1,0.30774193548387113
2019,2,-0.09321428571428572
2019,3,4.604193548387096
2019,4,11.570666666666666
2019,5,15.259354838709678
2019,6,20.381666666666664
2019,7,23.65516129032258
2019,8,23.17451612903226
2019,9,20.223333333333333
2019,10,11.12967741935484
2019,11,5.049666666666666
2019,12,2.445806451612903
2020,1,1.949032258064516
2020,2,2.3003448275862066
2020,3,7.813548387096774
2020,4,10.466
2020,5,16.036129032258064
2020,6,21.250333333333334
2020,7,24.233548387096775
2020,8,23.704838709677425
2020,9,18.82466666666667
2020,10,12.36258064516129
2020,11,7.943333333333334
2020,12,2.0535483870967743
2021,1,1.435483870967742
2021,2,-0.7796428571428572
2021,3,7.515806451612902
2021,4,11.027999999999999
2021,5,15.737741935483871
2021,6,22.549
2021,7,24.118709677419353
2021,8,23.3041935483871
2021,9,19.886
2021,10,13.858387096774193
2021,11,7.264333333333332
2021,12,4.074516129032258
2022,1,-0.46096774193548384
2022,2,0.944642857142857
2022,3,6.710967741935483
2022,4,10.359333333333334
2022,5,16.59903225806452
2022,6,21.53166666666667
2022,7,24.66032258064516
2022,8,23.648387096774194
2022,9,20.002333333333336
2022,10,12.90064516129032
2022,11,4.930000000000001
2022,12,0.5883870967741935
2023,1,1.7516129032258068
2023,2,2.448571428571429
2023,3,4.787419354838709
2023,4,10.756666666666668
2023,5,16.883870967741935
2023,6,20.54533333333334
2023,7,24.243870967741938
2023,8,23.518064516129034
2023,9,19.851
2023,10,13.368064516129033
2023,11,6.825000000000001
2023,12,4.338064516129034
2024,1,-0.03483870967741924
2024,2,5.000344827586208
2024,3,7.230967741935485
2024,4,12.033999999999999
2024,5,16.82548387096774
2024,6,22.10566666666666
2024,7,24.26483870967742
2024,8,23.32129032258064
2024,9,20.333666666666666
2024,10,14.97225806451613
2024,11,7.316666666666665
2024,12,3.436129032258065
2025,1,-1.5425806451612905
2025,2,1.557142857142857
2025,3,8.276451612903225
2025,4,12.020666666666665
2025,5,16.51258064516129
2025,6,21.788000000000004
2025,7,24.111612903225808
